PeXrefScanner report for C:\servers\scum\SCUM\Binaries\Win64\SCUMServer.exe 
ImageBase=0x140000000 
Searched strings: 
  [UTF-16] "Player must be developer" @ VA 0x1459550e0 
  [UTF-16] "Not authorized to execute command" @ VA 0x145955180 
  [UTF-16] "Command is on cooldown. Try again later." @ VA 0x145955120 
  [UTF-16] "Command is disabled in shipping build" @ VA 0x145955090 
 
=== XREF: [FUNC] call/ref to 0x0x142685AE0 at VA 0x140711e4e (file offset 0x71144e) === 
  0x140711cbe  mov [rsp+0x30], eax 
  0x1418d6ead  movss xmm0, dword ptr [rax+0x04]
  0x1418d6eb2  movaps xmm4, xmm1
  0x1418d6eb5  addss xmm4, xmm1
  0x1418d6eb9  movaps xmm2, xmm0
  0x1418d6ebc  xorps xmm2, [0x000000014518FD70]
  0x1418d6ec3  addss xmm2, xmm2
  0x1418d6ec7  movaps xmm7, xmm4
  0x1418d6eca  mulss xmm7, [rax]
  0x1418d6ece  movaps xmm5, xmm2
  0x1418d6ed1  mulss xmm5, xmm0
  0x1418d6ed5  movaps xmm0, xmm4
  0x1418d6ed8  mulss xmm4, [rax+0x0C]
  0x1418d6edd  mulss xmm0, xmm1
  0x1418d6ee1  movaps xmm1, xmm2
  0x1418d6ee4  mulss xmm1, [rax+0x0C]
  0x1418d6ee9  mulss xmm2, [rax]
  0x1418d6eed  subss xmm5, xmm0
  0x1418d6ef1  mov rax, [rbx+0x130]
  0x1418d6ef8  addss xmm7, xmm1
  0x1418d6efc  subss xmm4, xmm2
  0x1418d6f00  addss xmm5, [0x0000000145193988]
  0x1418d6f08  mulss xmm7, xmm6
  0x1418d6f0c  mulss xmm4, xmm6
  0x1418d6f10  mulss xmm5, xmm6
  0x1418d6f14  movaps xmm6, [rsp+0x90]
  0x1418d6f1c  test rax, rax
  0x1418d6f1f  jz 0x00000001418D6F47
  0x1418d6f21  movups xmm1, [rax+0x1D0]
  0x1418d6f28  movaps xmm0, xmm1
  0x1418d6f2b  movss [rsp+0x30], xmm1
  0x1418d6f31  shufps xmm0, xmm1, 0x55
  0x1418d6f35  shufps xmm1, xmm1, 0xAA
  0x1418d6f39  movss [rsp+0x38], xmm1
  0x1418d6f3f  movss [rsp+0x34], xmm0
  0x1418d6f45  jmp 0x00000001418D6F5F
  0x1418d6f47  movsd xmm0, qword ptr [0x00000001474A9948]
  0x1418d6f4f  mov eax, [0x00000001474A9950]
  0x1418d6f55  movsd [rsp+0x30], xmm0
  0x1418d6f5b  mov [rsp+0x38], eax
  0x1418d6f5f  lea rax, [rsp+0x30]
  0x1418d6f64  mov byte ptr [rsp+0x20], 0x00
  0x1418d6f69  movsd xmm2, qword ptr [rax]
  0x1418d6f6d  lea rdx, [rsp+0x3C]
  0x1418d6f72  mov eax, [rax+0x08]
  0x1418d6f75  movaps xmm0, xmm2
  0x1418d6f78  addss xmm0, xmm5
  0x1418d6f7c  mov [rsp+0x38], eax
  0x1418d6f80  movaps xmm1, xmm2
  0x1418d6f83  xor r9d, r9d
  0x1418d6f86  shufps xmm1, xmm1, 0x55
  0x1418d6f8a  xor r8d, r8d
  0x1418d6f8d  addss xmm1, xmm4
  0x1418d6f91  mov rcx, rbx
  0x1418d6f94  movss [rsp+0x3C], xmm0
  0x1418d6f9a  movss xmm0, dword ptr [rsp+0x38]
  0x1418d6fa0  addss xmm0, xmm7
  0x1418d6fa4  movss [rsp+0x40], xmm1
  0x1418d6faa  movss [rsp+0x44], xmm0
  0x1418d6fb0  call 0x0000000143ED5EF0
  0x1418d6fb5  movaps xmm7, [rsp+0x80]
  0x1418d6fbd  mov al, 0x01
  0x1418d6fbf  mov rbx, [rsp+0xB0]
  0x1418d6fc7  add rsp, 0xA0
  0x1418d6fce  pop rdi
  0x1418d6fcf  ret
  0x1418d6fd0  mov rbx, [rsp+0xB0]
  0x1418d6fd8  xor al, al
  0x1418d6fda  add rsp, 0xA0
  0x1418d6fe1  pop rdi
  0x1418d6fe2  ret
  0x1418d6fe3  int3
  0x1418d6fe4  int3
  0x1418d6fe5  int3
  0x1418d6fe6  int3
  0x1418d6fe7  int3
  0x1418d6fe8  int3
  0x1418d6fe9  int3
  0x1418d6fea  int3
  0x1418d6feb  int3
  0x1418d6fec  int3
  0x1418d6fed  int3
  0x1418d6fee  int3
  0x1418d6fef  int3
  0x1418d6ff0  mov [rsp+0x18], rbx
  0x1418d6ff5  push rbp
  0x1418d6ff6  push rsi
  0x1418d6ff7  push rdi
  0x1418d6ff8  push r12
  0x1418d6ffa  push r13
  0x1418d6ffc  push r14
  0x1418d6ffe  push r15
  0x1418d7000  lea rbp, [rsp-0x90]
  0x1418d7008  sub rsp, 0x190
  0x1418d700f  mov rax, [0x00000001473D54D8]
  0x1418d7016  xor rax, rsp
  0x1418d7019  mov [rbp+0x80], rax
  0x1418d7020  mov rbx, rdx
  0x1418d7023  mov r12, rcx
  0x1418d7026  call 0x00000001419CC4E0
  0x1418d702b  mov r14, rax
  0x1418d702e  test rax, rax
  0x1418d7031  jz 0x00000001418D7608
  0x1418d7037  mov rcx, r12
  0x1418d703a  call 0x000000014202EEE0
  0x1418d703f  mov [rbp-0x40], rax
  <decode failed at file offset 0x18d6643>
  <decode failed at file offset 0x18d6644>

=== XREF: [FUNC] call/ref to 0x0x142685AE0 at VA 0x1418d7082 (file offset 0x18d6682) ===
  0x1418d6ef2  mov eax, [rbx+0x130]
  0x1418d6ef8  addss xmm7, xmm1
  0x1418d6efc  subss xmm4, xmm2
  0x1418d6f00  addss xmm5, [0x0000000145193988]
  0x1418d6f08  mulss xmm7, xmm6
  0x1418d6f0c  mulss xmm4, xmm6
  0x1418d6f10  mulss xmm5, xmm6
  0x1418d6f14  movaps xmm6, [rsp+0x90]
  0x1418d6f1c  test rax, rax
  0x1418d6f1f  jz 0x00000001418D6F47
  0x1418d6f21  movups xmm1, [rax+0x1D0]
  0x1418d6f28  movaps xmm0, xmm1
  0x1418d6f2b  movss [rsp+0x30], xmm1
  0x1418d6f31  shufps xmm0, xmm1, 0x55
  0x1418d6f35  shufps xmm1, xmm1, 0xAA
  0x1418d6f39  movss [rsp+0x38], xmm1
  0x1418d6f3f  movss [rsp+0x34], xmm0
  0x1418d6f45  jmp 0x00000001418D6F5F
  0x1418d6f47  movsd xmm0, qword ptr [0x00000001474A9948]
  0x1418d6f4f  mov eax, [0x00000001474A9950]
  0x1418d6f55  movsd [rsp+0x30], xmm0
  0x1418d6f5b  mov [rsp+0x38], eax
  0x1418d6f5f  lea rax, [rsp+0x30]
  0x1418d6f64  mov byte ptr [rsp+0x20], 0x00
  0x1418d6f69  movsd xmm2, qword ptr [rax]
  0x1418d6f6d  lea rdx, [rsp+0x3C]
  0x1418d6f72  mov eax, [rax+0x08]
  0x1418d6f75  movaps xmm0, xmm2
  0x1418d6f78  addss xmm0, xmm5
  0x1418d6f7c  mov [rsp+0x38], eax
  0x1418d6f80  movaps xmm1, xmm2
  0x1418d6f83  xor r9d, r9d
  0x1418d6f86  shufps xmm1, xmm1, 0x55
  0x1418d6f8a  xor r8d, r8d
  0x1418d6f8d  addss xmm1, xmm4
  0x1418d6f91  mov rcx, rbx
  0x1418d6f94  movss [rsp+0x3C], xmm0
  0x1418d6f9a  movss xmm0, dword ptr [rsp+0x38]
  0x1418d6fa0  addss xmm0, xmm7
  0x1418d6fa4  movss [rsp+0x40], xmm1
  0x1418d6faa  movss [rsp+0x44], xmm0
  0x1418d6fb0  call 0x0000000143ED5EF0
  0x1418d6fb5  movaps xmm7, [rsp+0x80]
  0x1418d6fbd  mov al, 0x01
  0x1418d6fbf  mov rbx, [rsp+0xB0]
  0x1418d6fc7  add rsp, 0xA0
  0x1418d6fce  pop rdi
  0x1418d6fcf  ret
  0x1418d6fd0  mov rbx, [rsp+0xB0]
  0x1418d6fd8  xor al, al
  0x1418d6fda  add rsp, 0xA0
  0x1418d6fe1  pop rdi
  0x1418d6fe2  ret
  0x1418d6fe3  int3
  0x1418d6fe4  int3
  0x1418d6fe5  int3
  0x1418d6fe6  int3
  0x1418d6fe7  int3
  0x1418d6fe8  int3
  0x1418d6fe9  int3
  0x1418d6fea  int3
  0x1418d6feb  int3
  0x1418d6fec  int3
  0x1418d6fed  int3
  0x1418d6fee  int3
  0x1418d6fef  int3
  0x1418d6ff0  mov [rsp+0x18], rbx
  0x1418d6ff5  push rbp
  0x1418d6ff6  push rsi
  0x1418d6ff7  push rdi
  0x1418d6ff8  push r12
  0x1418d6ffa  push r13
  0x1418d6ffc  push r14
  0x1418d6ffe  push r15
  0x1418d7000  lea rbp, [rsp-0x90]
  0x1418d7008  sub rsp, 0x190
  0x1418d700f  mov rax, [0x00000001473D54D8]
  0x1418d7016  xor rax, rsp
  0x1418d7019  mov [rbp+0x80], rax
  0x1418d7020  mov rbx, rdx
  0x1418d7023  mov r12, rcx
  0x1418d7026  call 0x00000001419CC4E0
  0x1418d702b  mov r14, rax
  0x1418d702e  test rax, rax
  0x1418d7031  jz 0x00000001418D7608
  0x1418d7037  mov rcx, r12
  0x1418d703a  call 0x000000014202EEE0
  0x1418d703f  mov [rbp-0x40], rax
  0x1418d7043  test rax, rax
  0x1418d7046  jz 0x00000001418D7608
  0x1418d704c  movsd xmm0, qword ptr [0x0000000147133758]
  0x1418d7054  xor r15d, r15d
  0x1418d7057  mov r13d, r15d
  0x1418d705a  mov ecx, [0x0000000147133760]
  0x1418d7060  movsd [rsp+0x60], xmm0
  0x1418d7066  mov [rsp+0x68], ecx
  0x1418d706a  cmp [rbx+0x08], r15d
  0x1418d706e  jnz 0x00000001418D7174
  0x1418d7074  mov rbx, [r12+0x20]
  0x1418d7079  test rbx, rbx
  0x1418d707c  jz 0x00000001418D7592
  0x1418d7082  call 0x0000000142685AE0 <== XREF HERE
  0x1418d7087  mov rdx, rax
  0x1418d708a  mov rcx, rbx
  0x1418d708d  call 0x0000000142D02DB0
  0x1418d7092  test rax, rax
  0x1418d7095  jz 0x00000001418D7592
  0x1418d709b  mov rdx, [rax]
  0x1418d709e  mov rcx, rax
  0x1418d70a1  call [rdx+0x08]
  0x1418d70a4  mov rbx, rax
  0x1418d70a7  call 0x00000001426F0720
  0x1418d70ac  mov rcx, [rbx+0x10]
  0x1418d70b0  add rax, 0x30
  0x1418d70b4  movsxd rdx, dword ptr [rax+0x08]
  0x1418d70b8  cmp edx, [rcx+0x38]
  0x1418d70bb  jnle 0x00000001418D7592
  0x1418d70c1  mov rcx, [rcx+0x30]
  0x1418d70c5  cmp [rcx+rdx*8], rax
  0x1418d70c9  jnz 0x00000001418D7592
  0x1418d70cf  mov r13, [rbx+0x250]
  0x1418d70d6  test r13, r13
  0x1418d70d9  jz 0x00000001418D7592
  0x1418d70df  call 0x00000001427E0D80
  0x1418d70e4  mov rdx, [r13+0x10]
  0x1418d70e8  lea r8, [rax+0x30]
  0x1418d70ec  movsxd rax, dword ptr [rax+0x38]
  0x1418d70f0  cmp eax, [rdx+0x38]
  0x1418d70f3  jnle 0x00000001418D7592
  0x1418d70f9  mov rcx, rax
  0x1418d70fc  mov rax, [rdx+0x30]
  0x1418d7100  cmp [rax+rcx*8], r8
  0x1418d7104  jnz 0x00000001418D7592
  0x1418d710a  mov rax, [r13+0x130]
  0x1418d7111  test rax, rax
  0x1418d7114  jz 0x00000001418D7141
  0x1418d7116  movups xmm1, [rax+0x1D0]
  0x1418d711d  lea rax, [rsp+0x40]
  0x1418d7122  movaps xmm0, xmm1
  0x1418d7125  movss [rsp+0x40], xmm1
  0x1418d712b  shufps xmm0, xmm1, 0x55
  0x1418d712f  shufps xmm1, xmm1, 0xAA
  0x1418d7133  movss [rsp+0x48], xmm1
  0x1418d7139  movss [rsp+0x44], xmm0
  0x1418d713f  jmp 0x00000001418D715E
  0x1418d7141  mov eax, [0x00000001474A9950]
  0x1418d7147  movsd xmm0, qword ptr [0x00000001474A9948]
  0x1418d714f  mov [rsp+0x58], eax
  0x1418d7153  lea rax, [rsp+0x50]
  0x1418d7158  movsd [rsp+0x50], xmm0
  0x1418d715e  movsd xmm0, qword ptr [rax]
  0x1418d7162  mov eax, [rax+0x08]
  0x1418d7165  movsd [rsp+0x60], xmm0
  0x1418d716b  mov [rsp+0x68], eax
  0x1418d716f  jmp 0x00000001418D7427
  0x1418d7174  mov rax, [r12]
  0x1418d7178  mov rcx, r12
  0x1418d717b  call [rax+0x160]
  0x1418d7181  mov rdi, [rax+0x118]
  0x1418d7188  test rdi, rdi
  0x1418d718b  jz 0x00000001418D7592
  0x1418d7191  call 0x00000001426F00C0
  0x1418d7196  mov rdx, [rdi+0x10]
  0x1418d719a  lea r8, [rax+0x30]
  0x1418d719e  movsxd rax, dword ptr [rax+0x38]
  0x1418d71a2  cmp eax, [rdx+0x38]
  0x1418d71a5  jnle 0x00000001418D7592
  0x1418d71ab  mov rcx, rax
  0x1418d71ae  mov rax, [rdx+0x30]
  0x1418d71b2  cmp [rax+rcx*8], r8
  0x1418d71b6  jnz 0x00000001418D7592
  0x1418d71bc  mov rax, [rbx]
  0x1418d71bf  mov [rbp-0x60], r15
  0x1418d71c3  movsxd rbx, dword ptr [rax+0x08]
  0x1418d71c7  mov rsi, [rax]
  0x1418d71ca  mov [rbp-0x58], ebx
  0x1418d71cd  test ebx, ebx
  0x1418d71cf  jnz 0x00000001418D71D7
  0x1418d71d1  mov [rbp-0x54], r15d
  0x1418d71d5  jmp 0x00000001418D71F7
  0x1418d71d7  xor r8d, r8d
  0x1418d71da  lea rcx, [rbp-0x60]
  0x1418d71de  mov edx, ebx
  0x1418d71e0  call 0x0000000140918AE0
  0x1418d71e5  mov rcx, [rbp-0x60]
  0x1418d71e9  mov r8, rbx
  0x1418d71ec  add r8, r8
  0x1418d71ef  mov rdx, rsi
  0x1418d71f2  call 0x000000014508A99B
  0x1418d71f7  lea r8, [rbp-0x60]
  0x1418d71fb  mov rcx, rdi
  0x1418d71fe  lea rdx, [rbp+0x30]
  0x1418d7202  call 0x0000000141A4AA00
  0x1418d7207  mov eax, [rbp+0x38]
  0x1418d720a  sub eax, [rbp+0x64]
  0x1418d720d  test eax, eax
  0x1418d720f  jle 0x00000001418D73F5
  0x1418d7215  mov r11d, [rbp+0x58]
  0x1418d7219  lea rax, [rbp+0x40]
  0x1418d721d  mov [rsp+0x78], rax
  0x1418d7222  mov ecx, r15d
  0x1418d7225  mov [rsp+0x70], ecx
  0x1418d7229  mov r9d, 0xFFFFFFFF
  0x1418d722f  mov [rbp-0x80], r9d
  0x1418d7233  mov r8d, r15d
  0x1418d7236  mov dword ptr [rsp+0x74], 0x01
  0x1418d723e  mov [rbp-0x7C], r15
  0x1418d7242  test r11d, r11d
  0x1418d7245  jz 0x00000001418D72BB
  0x1418d7247  mov rax, [rbp+0x50]
  0x1418d724b  lea r10, [rbp+0x40]
  0x1418d724f  test rax, rax
  0x1418d7252  cmovnz r10, rax
  0x1418d7256  lea eax, [r11-0x01]
  0x1418d725a  cdq
  0x1418d725b  and edx, 0x1F
  0x1418d725e  add eax, edx
  0x1418d7260  mov edx, [r10]
  0x1418d7263  sar eax, 0x05
  0x1418d7266  test edx, edx
  0x1418d7268  jnz 0x00000001418D7296
  0x1418d726a  nop [rax+rax*1], ax
  0x1418d7270  movsxd rdx, ecx
  0x1418d7273  add r8d, 0x20
  0x1418d7277  inc ecx
  0x1418d7279  mov [rbp-0x78], r8d
  0x1418d727d  mov [rsp+0x70], ecx
  0x1418d7281  cmp edx, eax
  0x1418d7283  jnl 0x00000001418D7384
  0x1418d7289  mov edx, [r10+rdx*4+0x04]
  0x1418d728e  mov [rbp-0x80], r9d
  0x1418d7292  test edx, edx
  0x1418d7294  jz 0x00000001418D7270
  0x1418d7296  lea ecx, [rdx-0x01]
  0x1418d7299  and ecx, edx
  0x1418d729b  xor ecx, edx
  0x1418d729d  mov [rsp+0x74], ecx
  0x1418d72a1  add rcx, rcx
  0x1418d72a4  or rcx, 0x01
  0x1418d72a8  bsr rcx, rcx
  0x1418d72ac  dec ecx
  0x1418d72ae  add ecx, r8d
  0x1418d72b1  cmp ecx, r11d
  0x1418d72b4  cmovnle ecx, r11d
  0x1418d72b8  mov [rbp-0x7C], ecx
  0x1418d72bb  movups xmm2, [rbp-0x80]
  0x1418d72bf  mov ecx, r11d
  0x1418d72c2  lea rax, [rbp+0x30]
  0x1418d72c6  movups xmm0, [rsp+0x70]
  0x1418d72cb  and ecx, 0x1F
  0x1418d72ce  mov [rbp+0x08], rax
  0x1418d72d2  movups [rbp+0x20], xmm2
  0x1418d72d6  shl r9d, cl
  <decode failed at file offset 0x18d68d9>

=== XREF: [FUNC] call/ref to 0x0x142685AE0 at VA 0x1418d77ae (file offset 0x18d6dae) ===
  0x1418d761e  add [rax], eax
  0x1418d7620  add [rax-0x7F], cl
  <decode failed at file offset 0x18d6c23>
  0x1418d7624  nop
  0x1418d7625  add [rax], eax
  0x1418d7627  add [rcx+0x5F], al
  0x1418d762a  pop r14
  0x1418d762c  pop r13
  0x1418d762e  pop r12
  0x1418d7630  pop rdi
  0x1418d7631  pop rsi
  0x1418d7632  pop rbp
  0x1418d7633  ret
  0x1418d7634  mov rdx, [rbp-0x50]
  0x1418d7638  lea rcx, [rbp-0x70]
  0x1418d763c  mov rdx, [rdx+0x58]
  0x1418d7640  call 0x0000000141ADB1F0
  0x1418d7645  lea rdx, [rsp+0x40]
  0x1418d764a  mov rcx, r14
  0x1418d764d  mov rbx, rax
  0x1418d7650  call 0x00000001419700C0
  0x1418d7655  mov r8, [rbx]
  0x1418d7658  mov rcx, [rbp-0x40]
  0x1418d765c  mov rdx, [rax]
  0x1418d765f  call 0x000000014202C3F0
  0x1418d7664  xor eax, eax
  0x1418d7666  lea rcx, [rsp+0x30]
  0x1418d766b  mov [rsp+0x30], rax
  0x1418d7670  mov [rsp+0x38], rax
  0x1418d7675  lea edx, [rax+0x15]
  0x1418d7678  call 0x0000000140919310
  0x1418d767d  mov edx, [rsp+0x38]
  0x1418d7681  lea eax, [rdx+0x15]
  0x1418d7684  mov [rsp+0x38], eax
  0x1418d7688  cmp eax, [rsp+0x3C]
  0x1418d768c  jle 0x00000001418D7698
  0x1418d768e  lea rcx, [rsp+0x30]
  0x1418d7693  call 0x0000000140918E20
  0x1418d7698  mov rcx, [rsp+0x30]
  0x1418d769d  lea rdx, [0x0000000145957268]
  0x1418d76a4  mov r8d, 0x2A
  0x1418d76aa  call 0x00000001429D3E00
  0x1418d76af  mov rax, [r12]
  0x1418d76b3  lea rdx, [rsp+0x30]
  0x1418d76b8  xor r9d, r9d
  0x1418d76bb  mov r8b, 0x01
  0x1418d76be  mov rcx, r12
  0x1418d76c1  call [rax+0x290]
  0x1418d76c7  mov rcx, [rsp+0x30]
  0x1418d76cc  test rcx, rcx
  0x1418d76cf  jz 0x00000001418D76D6
  0x1418d76d1  call 0x0000000142A0D370
  0x1418d76d6  mov rbx, [rbp-0x48]
  0x1418d76da  test rbx, rbx
  0x1418d76dd  jz 0x00000001418D7701
  0x1418d76df  sub dword ptr [rbx+0x08], 0x01
  0x1418d76e3  jnz 0x00000001418D7701
  0x1418d76e5  mov rax, [rbx]
  0x1418d76e8  mov rcx, rbx
  0x1418d76eb  call [rax]
  0x1418d76ed  sub dword ptr [rbx+0x0C], 0x01
  0x1418d76f1  jnz 0x00000001418D7701
  0x1418d76f3  mov rax, [rbx]
  0x1418d76f6  mov edx, 0x01
  0x1418d76fb  mov rcx, rbx
  0x1418d76fe  call [rax+0x08]
  0x1418d7701  mov rcx, [rsp+0x70]
  0x1418d7706  test rcx, rcx
  0x1418d7709  jz 0x00000001418D7710
  0x1418d770b  call 0x0000000142A0D370
  0x1418d7710  mov al, 0x01
  0x1418d7712  jmp 0x00000001418D760A
  0x1418d7717  int3
  0x1418d7718  int3
  0x1418d7719  int3
  0x1418d771a  int3
  0x1418d771b  int3
  0x1418d771c  int3
  0x1418d771d  int3
  0x1418d771e  int3
  0x1418d771f  int3
  0x1418d7720  mov [rsp+0x08], rbx
  0x1418d7725  mov [rsp+0x10], rsi
  0x1418d772a  mov [rsp+0x18], rdi
  0x1418d772f  mov [rsp+0x20], r14
  0x1418d7734  push rbp
  0x1418d7735  mov rbp, rsp
  0x1418d7738  sub rsp, 0x60
  0x1418d773c  cmp qword ptr [rcx+0xA0], 0x00
  0x1418d7744  mov rbx, rcx
  0x1418d7747  jz 0x00000001418D7973
  0x1418d774d  call 0x00000001427307D0
  0x1418d7752  test rax, rax
  0x1418d7755  jz 0x00000001418D7973
  0x1418d775b  mov rdx, [rbx+0xA0]
  0x1418d7762  lea r8, [rax+0x30]
  0x1418d7766  movsxd rax, dword ptr [rax+0x38]
  0x1418d776a  cmp eax, [rdx+0x38]
  0x1418d776d  jnle 0x00000001418D7973
  0x1418d7773  mov rcx, rax
  0x1418d7776  mov rax, [rdx+0x30]
  0x1418d777a  cmp [rax+rcx*8], r8
  0x1418d777e  jnz 0x00000001418D7973
  0x1418d7784  test rdx, rdx
  0x1418d7787  jz 0x00000001418D7973
  0x1418d778d  mov rcx, rbx
  0x1418d7790  call 0x000000014202EEE0
  0x1418d7795  mov r14, rax
  0x1418d7798  test rax, rax
  0x1418d779b  jz 0x00000001418D7973
  0x1418d77a1  mov rdi, [rbx+0x20]
  0x1418d77a5  test rdi, rdi
  0x1418d77a8  jz 0x00000001418D7973
  0x1418d77ae  call 0x0000000142685AE0 <== XREF HERE
  0x1418d77b3  mov rdx, rax
  0x1418d77b6  mov rcx, rdi
  0x1418d77b9  call 0x0000000142D02DB0
  0x1418d77be  test rax, rax
  0x1418d77c1  jz 0x00000001418D7973
  0x1418d77c7  mov rdx, [rax]
  0x1418d77ca  mov rcx, rax
  0x1418d77cd  call [rdx+0x08]
  0x1418d77d0  mov rdi, rax
  0x1418d77d3  call 0x00000001426F0720
  0x1418d77d8  mov rcx, [rdi+0x10]
  0x1418d77dc  add rax, 0x30
  0x1418d77e0  movsxd rdx, dword ptr [rax+0x08]
  0x1418d77e4  cmp edx, [rcx+0x38]
  0x1418d77e7  jnle 0x00000001418D7973
  0x1418d77ed  mov rcx, [rcx+0x30]
  0x1418d77f1  cmp [rcx+rdx*8], rax
  0x1418d77f5  jnz 0x00000001418D7973
  0x1418d77fb  mov rax, [rdi+0x250]
  0x1418d7802  test rax, rax
  0x1418d7805  jz 0x00000001418D7973
  0x1418d780b  mov rcx, [rax+0x130]
  0x1418d7812  test rcx, rcx
  0x1418d7815  jz 0x00000001418D783A
  0x1418d7817  movups xmm1, [rcx+0x1D0]
  0x1418d781e  movaps xmm0, xmm1
  0x1418d7821  movss [rbp-0x20], xmm1
  0x1418d7826  shufps xmm0, xmm1, 0x55
  0x1418d782a  shufps xmm1, xmm1, 0xAA
  0x1418d782e  movss [rbp-0x18], xmm1
  0x1418d7833  movss [rbp-0x1C], xmm0
  0x1418d7838  jmp 0x00000001418D7850
  0x1418d783a  movsd xmm0, qword ptr [0x00000001474A9948]
  0x1418d7842  mov eax, [0x00000001474A9950]
  0x1418d7848  movsd [rbp-0x20], xmm0
  0x1418d784d  mov [rbp-0x18], eax
  0x1418d7850  mov r9, [0x00000001474254F0]
  0x1418d7857  lea rax, [rbp-0x20]
  0x1418d785b  movsd xmm0, qword ptr [rax]
  0x1418d785f  lea r8, [rbp-0x10]
  0x1418d7863  mov eax, [rax+0x08]
  0x1418d7866  lea rdx, [rbx+0xA0]
  0x1418d786d  mov byte ptr [rsp+0x38], 0x00
  0x1418d7872  mov rcx, r14
  0x1418d7875  movsd [rbp-0x10], xmm0
  0x1418d787a  movss xmm0, dword ptr [0x000000014519F594]
  0x1418d7882  movss [rsp+0x30], xmm0
  0x1418d7888  mov dword ptr [rsp+0x28], 0xFFFFFFFF
  0x1418d7890  mov dword ptr [rsp+0x20], 0xFFFFFFFF
  0x1418d7898  mov [rbp-0x08], eax
  0x1418d789b  call 0x000000014203C800
  0x1418d78a0  lea rcx, [rbp-0x10]
  0x1418d78a4  test rax, rax
  0x1418d78a7  jz 0x00000001418D7910
  0x1418d78a9  xor eax, eax
  0x1418d78ab  mov [rbp-0x10], rax
  0x1418d78af  mov [rbp-0x08], rax
  0x1418d78b3  lea edx, [rax+0x12]
  0x1418d78b6  call 0x0000000140919310
  0x1418d78bb  mov edx, [rbp-0x08]
  0x1418d78be  lea eax, [rdx+0x12]
  0x1418d78c1  mov [rbp-0x08], eax
  0x1418d78c4  cmp eax, [rbp-0x04]
  0x1418d78c7  jle 0x00000001418D78D2
  0x1418d78c9  lea rcx, [rbp-0x10]
  0x1418d78cd  call 0x0000000140918E20
  0x1418d78d2  mov rcx, [rbp-0x10]
  0x1418d78d6  lea rdx, [0x00000001459572D8]
  0x1418d78dd  mov r8d, 0x24
  0x1418d78e3  call 0x00000001429D3E00
  0x1418d78e8  mov rax, [rbx]
  0x1418d78eb  lea rdx, [rbp-0x10]
  0x1418d78ef  xor r9d, r9d
  0x1418d78f2  mov r8b, 0x01
  0x1418d78f5  mov rcx, rbx
  0x1418d78f8  call [rax+0x290]
  0x1418d78fe  mov rcx, [rbp-0x10]
  0x1418d7902  test rcx, rcx
  0x1418d7905  jz 0x00000001418D790C
  0x1418d7907  call 0x0000000142A0D370
  0x1418d790c  mov al, 0x01
  0x1418d790e  jmp 0x00000001418D7975
  0x1418d7910  mov edx, 0x1B
  0x1418d7915  mov [rbp-0x10], rax
  0x1418d7919  mov [rbp-0x08], rax
  0x1418d791d  call 0x0000000140919310
  0x1418d7922  mov edx, [rbp-0x08]
  0x1418d7925  lea eax, [rdx+0x1B]
  0x1418d7928  mov [rbp-0x08], eax
  0x1418d792b  cmp eax, [rbp-0x04]
  0x1418d792e  jle 0x00000001418D7939
  0x1418d7930  lea rcx, [rbp-0x10]
  0x1418d7934  call 0x0000000140918E20
  0x1418d7939  mov rcx, [rbp-0x10]
  0x1418d793d  lea rdx, [0x0000000145957300]
  0x1418d7944  mov r8d, 0x36
  0x1418d794a  call 0x00000001429D3E00
  0x1418d794f  mov rax, [rbx]
  0x1418d7952  lea rdx, [rbp-0x10]
  0x1418d7956  xor r9d, r9d
  0x1418d7959  mov r8b, 0x01
  0x1418d795c  mov rcx, rbx
  0x1418d795f  call [rax+0x290]
  0x1418d7965  mov rcx, [rbp-0x10]
  0x1418d7969  test rcx, rcx
  0x1418d796c  jz 0x00000001418D7973
  0x1418d796e  call 0x0000000142A0D370
  0x1418d7973  xor al, al
  0x1418d7975  lea r11, [rsp+0x60]
  0x1418d797a  mov rbx, [r11+0x10]
  0x1418d797e  mov rsi, [r11+0x18]
  0x1418d7982  mov rdi, [r11+0x20]
  0x1418d7986  mov r14, [r11+0x28]
  0x1418d798a  mov rsp, r11
  0x1418d798d  pop rbp
  0x1418d798e  ret
  0x1418d798f  int3
  0x1418d7990  push rbp
  0x1418d7992  push rbx
  0x1418d7993  push rsi
  0x1418d7994  push rdi
  0x1418d7995  push r12
  0x1418d7997  push r13
  0x1418d7999  push r14
  0x1418d799b  lea rbp, [rsp-0x27]
  0x1418d79a0  sub rsp, 0xF0
  0x1418d79a7  mov rdi, [rcx+0x20]
  0x1418d79ab  mov r13, rdx
  0x1418d79ae  mov rbx, rcx
  0x1418d79b1  test rdi, rdi
  0x1418d79b4  jz 0x00000001418D7F3F
  0x1418d79ba  call 0x0000000142685AE0
  0x1418d79bf  mov rdx, rax
  0x1418d79c2  mov rcx, rdi
  0x1418d79c5  call 0x0000000142D02DB0
  0x1418d79ca  test rax, rax
  0x1418d79cd  jz 0x00000001418D7F3F
  0x1418d79d3  mov rdx, [rax]
  0x1418d79d6  mov rcx, rax
  0x1418d79d9  call [rdx+0x20]
  0x1418d79dc  mov [rbp-0x51], rax
  0x1418d79e0  mov r14, rax
  0x1418d79e3  test rax, rax
  0x1418d79e6  jz 0x00000001418D7F3F
